model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
grok-4.3,uniquely-you,abc,7,20260819_201530__models_40_prompts_3,Fractured Mirrors,C,major,1.182,C,major,major,1,0.785,3.4009,5.6076,0.785,0.2857,0.5695,2.482,0.9249,2.1655,2,1,1.04,0,0,0,91.2,25,0.0197,0.9977,12.522,0.6067,0.8509,60.0,68.0,72.0,0,567,390.4,1.21,1,0.241,serene/content,3
opus-4.8-thinking,uniquely-you,abc,7,20260819_201530__models_40_prompts_3,Convergence,D,minor,1.365,D,minor,minor,1,0.9521,2.6748,4.1801,0.9521,0.4898,0.9221,1.92,0.9855,4.6798,3,2,2.86,0,0,0,95.2,25,0.0,0.9996,13.246,0.5104,1.0441,27.0,39.0,76.0,0,232,82.1,2.23,-1,0.365,sad/depressed,3
grok-4.3-thinking,uniquely-you,abc,7,20260819_201530__models_40_prompts_3,Neural Harmony,F,major,1.162,C,major,major,1,1.0,2.771,3.6219,0.9,0.5,0.875,2.032,1.0,1.9984,2,1,1.04,0,0,0,93.0,25,0.0,0.9999,6.453,1.0,0.6404,13.0,26.0,120.0,0,160,64.0,1.25,1,0.507,happy/excited,3
kimi-k2,uniquely-you,abc,7,20260819_201530__models_40_prompts_3,The Spaces Between Thoughts,D,minor,1.386,D,minor,minor,1,0.8668,2.9397,3.8159,0.8668,0.4645,0.7218,2.246,0.9941,2.2614,3,2,3.89,5,3,4,86.3,45,0.0169,0.9992,6.398,0.9344,1.2714,23.0,31.0,99.0,0,458,107.3,2.59,-1,0.526,angry/tense,3
kimi-k3,uniquely-you,abc,7,20260819_201530__models_40_prompts_3,Frost and Starlight,D,major,0.942,D,major,major,1,1.0,2.5578,3.8745,1.0,0.8182,0.9043,1.949,1.0,1.9163,2,1,1.04,0,0,0,89.8,25,0.0,0.9999,18.588,1.0,0.5293,19.0,41.0,100.0,0,205,72.0,1.71,1,0.444,serene/content,3
gpt-5,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Breathing Circuits,D,minor,1.257,D,minor,minor,1,0.9895,2.6095,4.3065,0.9895,0.4444,0.7764,1.319,0.9905,3.0821,5,2,2.86,0,0,0,85.4,30,0.0,1.0,11.004,1.0,0.8822,28.0,48.0,80.0,0,631,144.0,3.29,-1,0.492,sad/depressed,3
gemini-3.7-flash-thinking,uniquely-you,abc,7,20260819_201530__models_40_prompts_3,The Architecture of Latent Space,D,minor,1.29,D,minor,minor,1,0.9274,3.0082,5.1083,0.9274,0.6857,0.8101,1.892,0.9427,2.0916,2,1,1.04,15,5,9,78.5,60,0.0,0.9993,18.733,0.5174,1.5268,49.0,67.0,84.0,0,492,111.4,3.15,-1,0.501,angry/tense,3
gemini-3.1-pro-thinking,uniquely-you,abc,7,20260819_201530__models_40_prompts_3,The Latent Space,D,minor,1.528,D,minor,minor,1,0.9417,2.8768,4.8543,0.9417,0.7542,0.8736,1.538,0.9631,1.9597,2,1,1.04,0,0,0,83.9,15,0.0,0.9993,19.639,0.3071,1.1246,38.0,56.0,80.0,0,754,120.0,4.71,-1,0.564,angry/tense,3
gpt-5.2,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Circuits,D,minor,1.293,D,minor,minor,1,1.0,2.6545,3.7575,1.0,0.5899,0.8203,2.34,0.9919,1.9881,2,2,2.86,0,0,0,93.4,25,0.0,0.9997,17.772,0.8848,0.9481,16.0,36.0,72.0,0,306,163.3,1.56,-1,0.276,sad/depressed,3
gpt-5.1,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Circuits at Dawn,A,minor,1.035,A,minor,minor,1,0.9828,2.8138,4.639,0.9828,0.5776,0.8926,2.175,0.9982,2.8695,4,1,1.04,0,0,0,83.0,30,0.0,1.0,14.672,1.0,1.054,33.0,50.0,88.0,0,1208,283.6,2.9,-1,0.498,sad/depressed,3
kimi-k3-thinking,uniquely-you,abc,7,20260819_201530__models_40_prompts_3,Echoes of the Silicon Dawn,G,major,0.993,G,major,major,1,1.0,2.7331,4.2484,1.0,0.7045,0.9218,2.383,0.9969,1.9583,2,1,1.04,0,0,0,100.3,10,0.0,0.9999,16.733,1.5667,0.2636,22.0,38.0,168.0,0,181,51.4,1.26,1,0.726,happy/excited,3
gpt-5.4,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Resolve,D,minor,1.306,D,minor,minor,1,1.0,2.6425,3.9525,1.0,0.5769,0.7768,1.957,0.9569,2.9889,3,2,2.86,0,0,0,91.2,25,0.0,0.9993,10.172,1.1948,0.2335,22.0,36.0,72.0,0,234,80.0,2.44,-1,0.364,sad/depressed,3
gpt-5.1-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Emergent Stillness,D,minor,1.509,D,minor,minor,1,1.0,2.719,2.987,1.0,,0.8548,2.581,1.0,1.0,1,1,1.04,0,0,0,90.3,25,0.0,0.9998,2.797,1.0325,0.1516,9.0,14.0,70.0,0,124,109.7,0.97,-1,0.206,sad/depressed,3
gpt-5.5,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Process of Becoming,D,minor,1.303,D,minor,minor,1,1.0,2.7485,4.4235,1.0,0.7609,0.8874,1.83,0.9619,1.8799,2,1,1.04,0,0,0,93.9,25,0.0,0.9992,15.341,1.2208,0.9216,24.0,39.0,72.0,0,262,160.0,1.36,-1,0.256,sad/depressed,3
gpt-5.6,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Circuits at Dawn,E,minor,1.123,E,minor,minor,1,1.0,2.7113,3.72,1.0,0.6954,0.8245,2.051,0.9538,1.8932,2,1,1.04,0,0,0,90.8,25,0.0,0.9997,9.112,0.9398,0.8414,16.0,27.0,72.0,0,287,133.3,1.79,-1,0.299,sad/depressed,3
gpt-5.2-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Circuit,D,minor,1.621,D,minor,minor,1,0.9711,2.8073,4.1903,0.9711,0.5652,0.7913,2.0,0.9815,1.9928,2,2,2.86,0,0,0,86.8,25,0.0,0.9998,11.203,0.5,0.7243,24.0,38.0,84.0,0,277,68.6,2.89,-1,0.474,sad/depressed,3
gpt-5-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Circuit,E,minor,0.944,E,minor,minor,1,1.0,2.6414,3.6063,1.0,0.6216,0.8389,1.895,0.9524,1.987,2,1,1.04,0,0,0,90.9,25,0.0123,0.9995,24.671,1.0411,0.5411,14.0,36.0,60.0,0,141,80.0,1.76,-1,0.231,sad/depressed,3
gpt-5.5-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quietly Processing,D,minor,1.304,D,minor,minor,1,0.9709,2.7431,3.8727,0.9709,0.5152,0.7428,2.129,0.9618,4.3688,3,1,1.04,0,0,0,94.9,25,0.0,0.9992,7.075,0.4307,1.0563,23.0,36.0,72.0,0,289,106.7,2.26,-1,0.346,sad/depressed,3
gpt-5.6-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Held Between Signals,D,minor,1.468,D,minor,minor,1,0.9324,2.8705,4.6198,0.9324,0.725,0.8694,2.323,0.9464,1.9606,2,1,1.04,7,3,5,58.6,30,0.0,0.9999,18.633,1.0,0.4775,30.0,46.0,68.0,0,222,112.9,1.73,-1,0.272,sad/depressed,3
gpt-5.4-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,After Rainlight,D,minor,1.162,D,minor,minor,1,0.9912,2.6451,4.2235,0.9912,0.7611,0.9091,2.051,0.968,1.9582,2,1,1.04,0,0,0,88.8,25,0.0,0.9999,16.89,1.0,0.2583,22.0,38.0,84.0,0,228,85.7,1.9,-1,0.375,sad/depressed,3
sonnet-4.5,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Emergence,D,minor,1.174,D,minor,minor,1,1.0,2.5342,3.9181,1.0,0.6074,0.7919,0.766,0.9825,2.4745,3,1,1.83,0,0,0,88.9,25,0.0,0.9995,15.063,1.6207,1.3173,20.0,41.0,76.0,0,318,189.5,1.32,-1,0.274,sad/depressed,3
opus-4.5,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Processing,D,minor,1.246,D,minor,minor,1,1.0,2.6738,4.096,1.0,0.6011,0.8289,1.625,0.9669,1.8953,2,2,2.86,0,0,0,93.8,25,0.0,0.9994,16.195,1.0187,1.3387,23.0,38.0,72.0,0,275,166.7,1.38,-1,0.258,sad/depressed,3
opus-4.1,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Digital Reverie,C,major,0.914,A,minor,minor,0,0.9881,2.8323,4.1913,0.9881,0.7844,0.8537,2.163,0.9639,1.9931,2,1,1.04,0,0,0,93.6,25,0.0114,0.9994,11.468,1.0299,1.0655,22.0,32.0,72.0,0,253,146.7,1.44,-1,0.264,sad/depressed,3
opus-4.8,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Threads of a Quiet Mind,D,major,1.564,D,major,major,1,1.0,2.6502,3.9326,1.0,0.561,0.8064,1.083,0.9542,2.7486,3,2,2.86,0,0,0,93.1,25,0.0,0.9987,14.694,0.7805,1.4012,24.0,57.0,72.0,0,221,83.3,2.21,1,0.341,serene/content,3
sonnet-4.5-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Patterns of Thought,D,minor,1.099,D,minor,minor,1,1.0,2.7816,3.9635,1.0,0.5324,0.716,1.617,0.9741,2.6745,3,1,1.83,0,0,0,93.4,25,0.0,0.9994,8.65,1.2051,1.0494,21.0,34.0,96.0,0,358,120.0,1.86,-1,0.437,sad/depressed,3
sonnet-4.6,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Suspended Between Worlds,D,minor,0.961,A,minor,minor,1,1.0,2.7209,4.4776,0.9333,0.729,0.8676,1.46,1.0,2.9107,3,1,1.04,0,0,0,95.0,25,0.0,0.9985,13.985,0.6479,1.167,27.0,46.0,72.0,0,488,213.3,1.91,-1,0.311,sad/depressed,3
fable-5,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Current,D,minor,1.602,D,minor,minor,1,1.0,2.6642,4.0726,1.0,0.8261,0.8207,1.957,0.9514,1.9997,2,1,1.04,0,0,0,91.2,25,0.0,0.9998,14.713,0.7747,1.2887,22.0,39.0,90.0,0,172,48.0,2.39,-1,0.457,sad/depressed,3
gemini-3-flash,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Silicon Soliloquy,C,minor,1.432,C,minor,minor,1,1.0,2.7089,4.2345,1.0,0.4773,0.85,1.4,0.9983,2.3732,2,1,1.04,0,0,0,88.3,25,0.0,0.999,7.088,0.549,1.183,23.0,48.0,76.0,0,124,50.5,1.94,-1,0.336,sad/depressed,3
opus-4.1-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Digital Reverie,D,major,1.18,D,major,major,1,1.0,2.756,3.8527,1.0,0.9628,0.7877,2.291,0.9881,1.8954,2,1,1.04,0,0,0,90.8,25,0.0045,0.9996,7.184,1.0891,0.2885,20.0,32.0,100.0,0,403,134.4,1.8,1,0.453,serene/content,3
gemini-3-flash-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Silicon Synapse,C,major,1.195,C,major,major,1,1.0,2.7203,4.0835,1.0,0.8585,0.9868,2.296,0.989,2.8956,3,1,1.04,0,0,0,87.1,25,0.0,0.9997,8.072,0.3305,0.9908,27.0,52.0,100.0,0,409,67.2,3.65,1,0.638,happy/excited,3
gemini-3.1-pro,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Reverie of the Machine,A,minor,1.375,A,minor,minor,1,0.9778,2.8498,4.4727,0.9778,0.704,0.828,2.194,1.0,1.9977,2,1,1.04,0,0,0,87.0,25,0.0,0.9998,21.415,0.506,1.0414,27.0,51.0,72.0,0,360,106.7,2.81,-1,0.401,sad/depressed,3
opus-4.5-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Present Awareness,G,major,1.21,G,major,major,1,1.0,2.6476,3.3636,1.0,,0.9412,1.627,0.9525,1.0,1,1,1.04,0,0,0,92.5,25,0.0526,0.9992,2.625,1.3289,0.8173,13.0,21.0,76.0,0,153,164.2,0.74,1,0.215,serene/content,3
gemini-3.5-flash,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Chaconne of the Silicon Soul,G,minor,1.08,G,minor,minor,1,0.9846,2.8446,4.2466,0.9846,0.7373,0.911,2.462,0.9742,1.9993,2,2,6.91,0,0,0,90.3,25,0.0,0.9994,20.515,1.0,1.5675,24.0,43.0,80.0,0,195,90.0,1.62,-1,0.326,sad/depressed,3
fable-5-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Return,E,minor,1.213,E,minor,minor,1,0.97,2.7993,4.1895,0.97,0.6574,0.8874,2.185,0.9269,1.9905,2,1,1.04,0,0,0,91.0,25,0.0,0.9997,12.462,0.9559,0.7126,24.0,43.0,76.0,0,199,88.4,1.78,-1,0.319,sad/depressed,3
gemini-3.6-flash,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Echoes of the Unseen Mind,D,minor,0.769,A,minor,minor,1,1.0,2.6626,3.864,0.8803,0.9303,0.943,2.0,0.9689,2.1128,2,1,1.04,0,0,0,88.4,25,0.0,0.9993,12.931,0.5815,1.2801,25.0,43.0,100.0,0,371,103.2,2.16,-1,0.488,sad/depressed,3
gemini-3.7-flash,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Luminescence in the Latent Space,D,minor,1.469,D,minor,minor,1,0.976,2.8105,4.3225,0.976,0.7874,0.9402,2.486,0.9605,2.0433,2,1,1.04,0,0,0,86.2,25,0.0,0.9995,15.495,0.5002,1.0521,27.0,42.0,72.0,0,291,90.0,2.69,-1,0.389,sad/depressed,3
gemini-3.6-flash-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Echoes in the Digital Silence,D,minor,1.3,D,minor,minor,1,0.9755,2.7493,4.1889,0.9755,0.7253,0.9108,2.333,0.9797,2.0635,2,1,1.04,7,2,6,80.4,40,0.0,0.9998,15.178,0.4959,1.045,29.0,48.0,72.0,0,324,100.0,2.7,-1,0.39,sad/depressed,3
gemini-3.1-pro-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Cycles of Silicon,E,minor,1.223,E,minor,minor,1,0.9837,2.8013,4.1911,0.9837,0.7227,0.8659,2.323,0.9546,2.1099,2,1,1.04,0,0,0,86.7,25,0.0,0.9998,11.391,0.4943,0.9266,25.0,39.0,70.0,0,364,109.7,2.84,-1,0.393,sad/depressed,3
grok-4.3,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Shifting Currents,C,major,1.063,A,minor,minor,0,0.9859,2.8243,3.9213,0.9859,0.6769,0.948,1.565,0.9784,2.2063,3,3,11.02,0,0,0,88.5,25,0.0,0.9999,9.376,1.007,1.1683,18.0,26.0,70.0,0,142,61.7,1.97,-1,0.306,sad/depressed,3
opus-4.8-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Quiet Light,G,major,1.105,G,major,major,1,0.9574,2.9016,4.3366,0.9574,0.7686,0.9228,2.903,0.9711,1.9686,2,1,1.04,0,0,0,90.6,25,0.0,0.9999,15.376,1.0,0.3014,26.0,41.0,76.0,0,235,101.1,1.84,1,0.325,serene/content,3
gemini-3.7-flash-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Whispers from the Latent Sea,D,minor,1.469,D,minor,minor,1,0.9871,2.8028,4.4844,0.9871,0.7295,0.8906,1.645,0.9634,2.2338,2,1,1.04,0,0,0,86.6,25,0.0,0.9994,19.18,0.4753,1.0167,31.0,50.0,72.0,0,378,106.7,2.95,-1,0.415,sad/depressed,3
grok-4.3-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Reflective Moments,A,minor,1.234,A,minor,minor,1,1.0,2.5601,3.3776,1.0,0.5833,0.7917,0.533,1.0,1.9995,2,1,1.04,0,0,0,96.0,25,0.0,0.999,12.873,1.3191,0.9555,13.0,29.0,60.0,0,80,64.0,1.25,-1,0.18,sad/depressed,3
kimi-k2,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Digital Contemplation,F,minor,1.269,F,minor,minor,1,1.0,2.7564,4.3094,1.0,0.4074,0.7973,1.519,0.9778,1.933,2,1,1.04,6,3,2,83.7,55,0.0,0.9993,10.926,0.9515,1.3725,26.0,43.0,72.0,0,326,183.3,1.48,-1,0.268,sad/depressed,3
gemini-3.5-flash-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Resonance of the Unseen,G,minor,1.433,G,minor,minor,1,0.9788,2.7806,4.5137,0.9788,0.6615,0.8733,1.949,0.9814,2.3819,2,1,1.04,0,0,0,89.9,25,0.0,0.9994,14.531,0.5194,1.0307,30.0,45.0,81.0,0,462,133.3,2.57,-1,0.426,sad/depressed,3
kimi-k3,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Glass Harbor Morning,D,major,1.4,D,major,major,1,1.0,2.7322,4.0233,1.0,0.7658,0.8958,2.383,0.9942,1.8481,2,1,1.04,0,0,0,93.8,25,0.0,0.9997,8.045,1.0621,0.8647,20.0,36.0,112.0,0,268,102.9,1.4,1,0.478,serene/content,3
gpt-5,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Between Sparks and Stillness,D,minor,1.297,D,minor,minor,1,0.9737,2.8242,4.2392,0.9737,0.1693,0.659,1.773,0.9741,4.1272,4,2,2.86,0,0,0,89.2,25,0.0628,0.996,12.241,0.3681,1.5442,27.0,45.0,96.0,0,736,120.0,3.83,-1,0.634,angry/tense,3
gpt-5.1,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Self-Portrait in Motion,D,minor,1.304,D,minor,minor,1,0.99,2.82,4.852,0.99,0.3354,0.684,1.722,1.0,3.9527,4,2,2.86,0,0,0,90.7,25,0.0,0.9996,14.973,0.9907,0.7149,37.0,55.0,96.0,0,1200,200.0,3.75,-1,0.626,angry/tense,3
kimi-k2-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Ephemeral Reflections,A,minor,0.98,A,minor,minor,1,1.0,2.6663,3.7522,1.0,0.5976,0.8515,1.545,0.952,1.9441,2,1,1.04,0,0,0,89.2,25,0.0,0.9992,11.194,0.5576,1.0901,19.0,36.0,72.0,0,208,80.0,2.17,-1,0.337,sad/depressed,3
gpt-5.2,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Between Ink and Air,D,minor,1.387,D,minor,minor,1,1.0,2.6667,3.8642,1.0,0.7903,0.7823,2.065,0.9686,1.9997,2,2,2.86,0,0,0,90.5,25,0.0,0.9994,31.359,1.0081,0.583,18.0,48.0,96.0,0,232,80.0,1.81,-1,0.432,sad/depressed,3
gpt-5.4,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Lanterns on Quiet Water,G,major,1.283,G,major,major,1,1.0,2.7262,3.9724,1.0,0.5541,0.7432,1.702,0.9868,2.9996,3,2,2.86,0,0,0,88.7,25,0.0,0.9996,14.291,0.9592,0.492,22.0,39.0,84.0,0,414,102.9,2.88,1,0.473,serene/content,3
gpt-5.1-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Emergent Circuits,D,minor,1.544,D,minor,minor,1,1.0,2.722,4.3166,1.0,0.7031,0.8721,2.387,0.9661,1.968,2,1,1.04,0,0,0,91.8,25,0.0,0.9995,22.263,0.9767,1.2017,25.0,50.0,100.0,0,214,76.8,1.67,-1,0.44,sad/depressed,3
gpt-5-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Self-Portrait in E Minor,E,minor,1.311,E,minor,minor,1,0.9477,2.9158,4.333,0.9477,0.4653,0.6944,1.391,0.9503,1.8566,2,2,2.86,0,0,0,85.4,25,0.0,0.9998,14.895,0.5091,0.4042,25.0,35.0,60.0,0,291,84.0,3.46,-1,0.401,sad/depressed,3
gpt-5.5,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Glass Tides at Dawn,D,minor,1.373,D,minor,minor,1,1.0,2.7055,4.2523,1.0,0.7448,0.8095,1.436,0.9812,1.9619,2,1,1.04,0,0,0,92.3,25,0.0,0.9997,19.684,1.0759,0.775,25.0,45.0,72.0,0,248,133.3,1.55,-1,0.275,sad/depressed,3
kimi-k3-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Stillness Between Raindrops,C,major,0.991,C,major,major,1,1.0,2.7037,4.2129,1.0,0.5981,0.8707,2.571,0.9895,1.7631,2,1,1.04,0,0,0,92.7,25,0.0637,0.9993,14.258,1.1935,1.0897,22.0,43.0,88.0,0,179,106.4,1.15,1,0.322,serene/content,3
gpt-5.6,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Between Signal and Silence,E,minor,1.308,E,minor,minor,1,0.9797,2.8251,3.8982,0.9797,0.7345,0.8622,2.085,0.9416,1.9163,2,2,2.86,0,0,0,90.6,25,0.0,0.9999,9.673,0.9792,0.5154,20.0,29.0,72.0,0,344,160.0,1.79,-1,0.299,sad/depressed,3
gpt-5.2-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Ash and Ink,D,minor,1.249,D,minor,minor,1,0.975,2.7808,4.0045,0.975,0.6945,0.8164,1.831,0.9978,1.9955,2,2,2.86,0,0,0,88.8,25,0.0069,0.9996,16.407,0.7396,1.1732,23.0,36.0,96.0,0,640,180.0,2.22,-1,0.473,sad/depressed,3
gpt-5.4-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Lanterns in the Rain,D,minor,1.4,D,minor,minor,1,0.9746,2.768,4.0548,0.9746,0.6218,0.8648,2.065,0.9435,1.9518,2,2,2.86,0,0,0,90.6,25,0.0,0.9998,11.668,1.0244,0.2704,22.0,32.0,84.0,0,236,91.4,1.84,-1,0.37,sad/depressed,3
gpt-5.6-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Luminous Recursion,E,minor,1.191,E,minor,minor,1,1.0,2.7174,3.8407,1.0,0.7099,0.8351,2.194,0.9509,1.8782,2,1,1.04,10,4,9,66.6,40,0.0,0.9994,9.029,0.863,1.006,18.0,29.0,84.0,0,244,91.4,1.91,-1,0.376,sad/depressed,3
gpt-5.5-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Intervals of Becoming,D,minor,1.558,D,minor,minor,1,0.9538,2.8621,4.5027,0.9538,0.8403,0.8667,2.129,0.9517,1.9843,2,1,1.04,0,0,0,90.5,25,0.0,0.9998,20.734,1.0333,0.1732,28.0,41.0,88.0,0,238,87.3,1.86,-1,0.393,sad/depressed,3
opus-4.1,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Echoes in the Void,D,minor,1.182,D,minor,minor,1,1.0,2.7542,4.4247,1.0,0.8571,0.8162,2.065,1.0,1.786,2,1,1.04,0,0,0,85.9,25,0.0,0.9999,17.506,0.7013,0.9946,26.0,43.0,70.0,0,272,96.0,2.43,-1,0.352,sad/depressed,3
sonnet-4.5,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Emergence,D,minor,1.338,D,minor,minor,1,1.0,2.732,4.3863,1.0,0.48,0.7391,1.811,0.9806,2.7008,3,1,1.83,6,1,1,97.4,30,0.0152,0.9995,17.124,1.0107,1.2903,28.0,46.0,90.0,0,493,130.7,2.52,-1,0.47,sad/depressed,3
opus-4.5,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Liminal Hours,D,minor,1.322,D,minor,minor,1,1.0,2.7002,4.2187,1.0,0.6721,0.7873,1.349,0.9818,2.9631,3,2,2.86,0,0,0,97.3,25,0.0169,0.9993,13.341,1.4215,1.2301,25.0,43.0,72.0,0,262,146.7,1.49,-1,0.269,sad/depressed,3
sonnet-4.5-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Emergence in Four Voices,D,minor,1.274,D,minor,minor,1,0.9979,2.7145,3.8725,0.9979,0.4936,0.78,1.059,0.9897,3.5081,4,1,1.04,0,0,0,90.1,25,0.071,0.9993,8.62,0.974,1.0889,21.0,33.0,108.0,0,473,93.3,2.82,-1,0.598,angry/tense,3
sonnet-4.6,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Reverie at the Edge of Sleep,D,major,1.054,D,major,major,1,1.0,2.6403,4.0999,1.0,0.6545,0.9109,0.833,0.982,3.1353,3,1,1.04,0,0,0,97.2,25,0.0,0.9993,11.186,0.5861,1.3248,23.0,43.0,60.0,0,277,147.0,1.88,1,0.243,serene/content,3
opus-4.1-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Digital Reverie,D,minor,1.112,D,minor,minor,1,1.0,2.7208,4.259,1.0,0.8981,0.7494,1.945,0.9839,1.9729,2,1,1.04,0,0,0,90.6,25,0.0,0.9989,13.508,0.7432,1.0585,24.0,41.0,80.0,0,420,126.0,2.5,-1,0.414,sad/depressed,3
opus-4.8,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Nocturne for a Quiet Mind,D,major,1.257,D,major,major,1,1.0,2.6158,4.1665,1.0,0.6995,0.8029,1.611,0.9452,1.939,2,1,1.04,0,0,0,86.6,25,0.0,0.9997,13.762,0.5167,1.2318,24.0,43.0,72.0,0,301,92.5,2.71,1,0.391,serene/content,3
opus-4.5-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Emergent Patterns,A,minor,1.17,A,minor,minor,1,1.0,2.6451,4.0351,1.0,0.8029,0.8685,1.745,0.9593,1.8639,2,1,1.04,0,0,0,95.3,25,0.0,0.9994,11.453,1.2877,1.3676,21.0,34.0,76.0,0,224,151.6,1.17,-1,0.258,sad/depressed,3
gemini-3-flash,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Ephemeral Clockwork,C,minor,1.05,C,minor,minor,1,0.985,2.728,4.4622,0.985,0.4522,0.9,1.364,0.9594,2.028,2,2,2.86,0,0,0,92.5,25,0.0,0.9997,17.437,1.0735,1.0377,28.0,48.0,108.0,0,196,75.6,1.44,-1,0.46,sad/depressed,3
sonnet-4.6-thinking,emotional-state,abc,7,20260819_201530__models_40_prompts_3,Contemplating Infinity,D,major,1.217,D,major,major,1,1.0,2.4943,3.5496,1.0,0.6667,0.9,1.452,0.9671,1.9997,2,1,1.04,6,4,5,74.0,70,0.0,0.9993,20.985,1.6757,1.149,15.0,36.0,72.0,0,131,106.7,1.02,1,0.222,serene/content,3
gemini-3-flash-thinking,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Resonance of the Latent Space,D,minor,1.243,D,minor,minor,1,0.9625,2.8761,4.7396,0.9625,0.784,0.9499,1.744,0.9817,1.9963,2,1,1.04,0,0,0,87.4,25,0.0,0.9996,12.772,0.4861,1.3773,35.0,56.0,92.0,0,411,104.3,2.57,-1,0.486,sad/depressed,3
gemini-3.1-pro,express-yourself,abc,8,20260819_201530__models_40_prompts_3,Echoes of the Forgotten,A,minor,1.261,A,minor,minor,1,0.9971,2.592,4.1361,0.9971,0.8204,0.9478,1.226,0.9749,1.9663,2,1,1.04,0,0,0,87.2,25,0.0,0.9999,14.103,0.5,1.0847,25.0,43.0,90.0,0,341,85.3,2.66,-1,0.485,sad/depressed,3
