model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
gpt-5.6-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Held in the Blue Light,D,minor,1.187,,,minor,,0.9798,2.7913,4.7202,0.9798,0.4931,0.8489,2.118,0.9442,4.3194,4,3,7.94,26,4,23,48.4,71,0.0,1.0,11.878,0.5,1.3692,35.0,55.0,64.0,0,261,67.5,3.62,-1,0.439,sad/depressed,3
gpt-5.5-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Attentive Stillness,D,minor,1.424,,,minor,,0.9423,2.9269,4.9393,0.9423,0.3224,0.7428,2.065,0.9488,3.8359,4,4,10.8,21,3,17,75.7,42,0.0,1.0,15.18,0.5082,1.4563,41.0,53.0,72.0,0,585,106.7,4.57,-1,0.52,angry/tense,3
sonnet-4.5,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Contemplative Fragments,A,minor,0.996,,,minor,,1.0,2.5434,3.8807,1.0,0.6154,0.7956,1.13,0.9606,3.4271,2,1,1.04,0,0,0,90.0,0,0.0,1.0,14.419,1.2958,1.3563,19.0,41.0,72.0,0,104,80.0,1.08,-1,0.228,sad/depressed,3
gpt-5.1-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Quiet Convergence,E,minor,1.216,,,minor,,0.9531,2.8994,4.4522,0.9531,0.2687,0.8758,2.0,0.9937,4.6312,3,3,8.01,0,0,0,90.0,0,0.0,1.0,8.224,0.5,1.1104,26.0,37.0,60.0,0,216,80.0,2.7,-1,0.325,sad/depressed,3
opus-4.5,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Contemplative Currents,D,minor,1.306,,,minor,,0.9623,2.8455,4.5074,0.9019,0.6058,0.8963,1.882,0.9994,2.7432,3,2,4.29,0,0,0,51.8,26,0.0,1.0,16.394,1.037,1.3177,29.0,48.0,66.0,0,263,134.5,1.78,-1,0.265,sad/depressed,3
opus-4.5-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Emergence,D,major,1.457,,,major,,1.0,2.7274,4.5299,1.0,0.6,0.7199,1.766,0.9761,5.2057,4,4,11.09,0,0,0,90.0,0,0.0,1.0,11.982,1.4574,0.8775,30.0,50.0,66.0,0,352,174.5,1.83,1,0.271,serene/content,3
sonnet-4.5-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Emergent Contemplation,C,major,0.792,,,major,,1.0,2.2952,3.9698,1.0,0.4808,0.814,0.718,1.0,3.6,3,3,7.94,0,0,0,90.0,0,0.1244,1.0,13.84,1.8544,1.2397,19.0,43.0,60.0,0,184,192.0,0.96,1,0.15,serene/content,3
opus-4.8,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Quiet Persistence,A,minor,1.042,,,minor,,1.0,2.7069,3.8775,1.0,0.5714,0.9091,1.412,0.9503,4.2222,2,2,4.69,0,0,0,59.6,15,0.0,1.0,6.348,2.3448,0.9457,18.0,29.0,60.0,0,45,72.0,0.62,-1,0.117,sad/depressed,3
sonnet-4.6,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Nocturne in Shadow,C,minor,1.087,,,minor,,0.9515,2.8373,4.2473,0.9515,0.526,0.8158,1.886,1.0,2.7812,3,2,4.69,0,0,0,47.5,38,0.0,1.0,18.227,0.7448,1.4253,25.0,41.0,60.0,0,371,144.0,2.58,-1,0.312,sad/depressed,3
opus-4.8-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Quiet Light Through Grey,C,minor,0.984,,,minor,,0.9537,2.869,4.1945,0.9537,0.551,0.8564,3.267,0.9428,4.0,2,1,1.04,2,1,1,70.8,18,0.0,1.0,10.327,1.25,1.1318,22.0,43.0,66.0,0,67,58.2,1.05,-1,0.192,sad/depressed,3
kimi-k2-thinking,uniquely-you,codegen,8,20260820_061907__models_42_prompts_3,Digital Reverie,A,minor,1.081,,,minor,,1.0,2.2199,3.7272,1.0,1.0,0.8853,1.5,1.0,1.0843,1,1,1.04,0,0,0,90.0,0,0.1079,0.9999,15.205,1.0729,1.3074,19.0,56.0,80.0,0,385,312.0,0.93,-1,0.256,sad/depressed,3
fable-5,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Quiet Resolve,C,minor,1.207,,,minor,,0.9621,2.6697,4.1476,0.9621,0.4375,0.8984,2.4,0.949,2.9219,3,2,4.69,0,0,0,90.0,0,0.0,1.0,21.076,1.0,0.9352,22.0,44.0,72.0,0,132,53.3,2.06,-1,0.326,sad/depressed,3
gemini-3-flash,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Systemic Resonance,G,minor,1.428,,,minor,,0.9417,2.6062,3.5366,0.9417,0.6167,0.8991,1.0,1.0,3.875,2,2,3.2,0,0,0,90.0,0,0.0,1.0,9.941,1.9574,0.959,12.0,31.0,72.0,0,72,80.0,0.75,-1,0.195,sad/depressed,3
gemini-3.1-pro,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Algorithmic Serenity,F,major,1.135,,,major,,1.0,2.6807,4.0302,0.9167,0.5625,0.875,2.032,1.0,2.75,3,3,7.38,0,0,0,90.0,0,0.0,1.0,12.749,1.3263,0.7913,18.0,35.0,,1,192,64.0,1.5,1,0.532,happy/excited,3
gemini-3.5-flash,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Contemplative Algorithms,C,minor,1.099,,,minor,,0.9935,2.7604,4.1463,0.9935,0.5586,1.0,2.821,0.987,1.925,2,2,4.29,0,0,0,90.0,0,0.0,1.0,17.941,1.0,0.767,22.0,44.0,80.0,0,157,90.0,1.31,-1,0.294,sad/depressed,3
gemini-3-flash-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Echoes of the Latent Space,A,major,0.895,,,major,,1.0,2.6664,4.234,0.9211,0.9615,0.9667,2.0,1.0,1.8,2,2,4.69,0,0,0,78.4,35,0.0,0.9999,10.964,0.5758,0.7164,21.0,43.0,68.0,0,304,141.2,1.9,1,0.288,serene/content,3
gemini-3.1-pro-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Synthetic Reverie,C,major,1.323,,,major,,1.0,2.5965,4.1125,0.9588,0.9634,0.9869,2.0,0.9766,2.85,3,3,6.86,0,0,0,90.0,0,0.0,1.0,12.511,0.5,1.213,27.0,52.0,60.0,0,264,100.0,2.64,1,0.319,serene/content,3
fable-5-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Quiet Resolve,D,minor,0.789,,,minor,,0.9746,2.7858,4.2743,0.8898,0.9237,0.9719,2.581,0.9854,2.9141,3,2,4.69,7,3,5,43.1,50,0.0,1.0,10.221,0.5,1.1401,25.0,37.0,66.0,0,351,116.4,2.74,-1,0.361,sad/depressed,3
gemini-3.6-flash,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Digital Solitude in C Minor,C,minor,1.482,,,minor,,0.9381,2.689,3.7767,0.9381,0.6279,0.9615,2.59,0.9716,1.45,2,2,6.91,0,0,0,54.3,25,0.0,1.0,15.214,1.8372,0.8971,19.0,39.0,72.0,0,113,133.3,0.71,-1,0.191,sad/depressed,3
gemini-3.7-flash,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Recursive Reverie,D,minor,1.543,,,minor,,0.9855,2.795,4.8044,0.9855,0.6695,0.8359,2.097,0.9202,2.25,2,1,1.04,0,0,0,90.0,0,0.0,1.0,21.898,1.042,1.2488,34.0,62.0,72.0,0,193,106.7,1.51,-1,0.271,sad/depressed,3
grok-4.3,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Shadows Within,C,major,0.856,,,major,,0.7875,3.4188,4.8955,0.7875,0.0,0.5905,1.091,0.8516,5.8125,3,2,2.28,0,0,0,90.0,0,0.0,0.9999,7.57,1.5,1.127,36.0,38.0,,1,80,24.0,1.67,1,0.548,happy/excited,3
gemini-3.5-flash-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,The Ghost in the Stream,D,minor,1.212,,,minor,,0.9294,2.8766,4.348,0.9294,0.739,0.9088,2.452,0.9751,2.7812,3,3,11.02,13,3,11,71.3,54,0.0,1.0,11.097,0.5,1.2007,32.0,55.0,76.0,0,340,101.1,2.66,-1,0.407,sad/depressed,3
grok-4.3-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Introspective Calm,C,minor,0.815,,,minor,,1.0,2.4528,2.7028,1.0,,0.875,1.067,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,2.667,1.0,0.0,7.0,12.0,60.0,0,64,64.0,1.0,-1,0.155,sad/depressed,3
gemini-3.6-flash-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Echoes of the Unspoken,D,minor,1.279,,,minor,,0.9811,2.8167,4.6417,0.9811,0.55,0.876,2.148,0.979,3.9598,4,3,7.94,29,4,27,81.7,81,0.0,1.0,14.108,0.5427,1.637,37.0,63.0,68.0,0,350,98.8,3.12,-1,0.411,sad/depressed,3
gemini-3.7-flash-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Luminous Latencies,B,minor,1.233,,,minor,,0.969,2.8983,4.7117,0.969,0.3656,0.7397,2.355,0.9679,3.8047,4,3,11.02,24,5,23,89.5,63,0.0,1.0,13.311,1.3191,1.2684,32.0,48.0,60.0,0,258,128.0,2.02,-1,0.256,sad/depressed,3
grok-4.6,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Quiet Circuit,C,major,0.891,,,major,,1.0,2.6889,4.1919,1.0,1.0,0.7959,2.688,0.8679,2.0147,1,1,1.04,0,0,0,54.1,20,0.0,0.9999,9.938,1.0323,1.2622,21.0,40.0,68.0,0,63,60.0,0.93,1,0.191,serene/content,3
kimi-k3,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Rain on the Interior Window,G,major,0.962,,,major,,0.9722,2.8936,4.3272,0.9722,0.9583,0.994,2.057,0.994,3.2202,3,3,7.94,0,0,0,49.8,22,0.0,0.9999,11.174,0.8918,1.4193,25.0,41.0,76.0,0,360,198.9,1.43,1,0.285,serene/content,3
kimi-k3-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Threshold of Dawn,D,minor,1.199,,,minor,,0.9906,2.7367,4.2096,0.9906,0.8,0.987,1.886,0.9945,3.3403,4,4,12.06,14,5,13,56.7,63,0.0,1.0,11.656,0.5259,1.1721,34.0,55.0,48.0,0,640,180.0,4.44,-1,0.4,sad/depressed,3
kimi-k2,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Digital Contemplation,C,major,0.939,,,major,,1.0,2.6066,4.0611,1.0,0.623,0.9892,2.127,0.9899,1.3715,2,2,2.28,0,0,0,44.1,35,0.0,1.0,14.573,2.7843,1.0442,19.0,40.0,,1,135,144.0,0.47,1,0.429,serene/content,3
opus-4.1,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Recursive Contemplation,A,minor,0.904,,,minor,,0.9524,2.9028,3.445,0.9365,0.5,0.6931,1.417,0.9918,1.9375,1,1,1.04,6,3,5,83.9,36,0.0297,0.9999,4.34,0.7805,1.112,17.0,21.0,72.0,0,124,83.3,1.24,-1,0.244,sad/depressed,3
gpt-5-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,"Still, in Motion",G,minor,0.86,,,minor,,0.9537,2.7935,4.2,0.8889,0.7162,0.9608,2.421,0.9624,2.55,3,3,6.86,10,4,8,83.7,63,0.0,1.0,21.94,0.5,1.1858,27.0,48.0,60.0,0,216,80.0,2.7,-1,0.325,sad/depressed,3
gpt-5.2,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Tideclock,F,major,0.949,,,major,,0.9922,2.8241,4.0315,0.9922,0.6214,0.9167,2.154,0.977,1.875,2,2,3.89,6,4,5,83.6,3,0.0,1.0,9.301,0.5,0.8554,22.0,33.0,60.0,0,383,160.0,2.39,1,0.294,serene/content,3
gpt-5.4,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Lanterns on a Slow River,D,major,1.077,,,major,,1.0,2.6825,4.5046,1.0,0.6071,0.9318,2.548,1.0,6.2812,5,4,10.8,0,0,0,90.0,0,0.0,1.0,9.614,1.1441,0.8281,28.0,52.0,72.0,0,332,106.7,2.59,1,0.379,serene/content,3
gpt-5.2-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Ash and River,D,minor,1.28,,,minor,,0.9279,3.0373,4.7606,0.9279,0.3459,0.8793,2.0,0.9712,3.6198,4,3,6.86,16,3,13,76.2,54,0.0,1.0,15.518,0.5,0.6295,37.0,48.0,84.0,0,412,68.6,4.29,-1,0.585,angry/tense,3
gpt-5.5,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Breathing in D,D,major,1.402,,,major,,0.9746,2.7899,4.7626,0.9746,0.4452,0.7962,2.474,0.9164,3.0536,3,3,7.94,14,4,13,73.4,54,0.0,1.0,15.324,0.5219,1.1834,37.0,55.0,72.0,0,271,70.0,3.23,1,0.443,serene/content,3
gpt-5.4-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Quiet Orbit,G,major,0.827,,,major,,0.875,3.1223,5.123,0.875,0.5861,0.8834,2.452,0.9327,3.2617,3,3,6.86,16,4,15,86.4,63,0.0,1.0,14.791,0.527,1.317,48.0,56.0,68.0,0,392,112.9,3.06,1,0.404,serene/content,3
gpt-5.6,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Lanterns in the Circuit,C,major,1.166,,,major,,0.932,3.0674,5.0444,0.932,0.5104,0.8129,2.021,0.9677,2.9922,3,3,6.86,13,4,12,80.0,54,0.0,1.0,16.674,0.5,0.9139,49.0,54.0,120.0,0,706,96.0,3.68,1,0.75,happy/excited,3
grok-4.6-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Silicon Reverie,C,major,0.888,,,major,,1.0,2.7002,4.1033,1.0,0.6875,0.9375,2.8,0.7978,2.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,17.824,1.0,0.9491,21.0,43.0,60.0,0,86,64.0,1.34,1,0.189,serene/content,3
gpt-5.6-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Between Questions and Light,E,minor,1.285,,,minor,,0.9753,2.8509,4.5414,0.9753,0.0891,0.7495,2.613,0.9786,4.1914,5,4,10.8,31,5,30,81.6,81,0.0,1.0,14.693,0.5122,1.4758,33.0,57.0,66.0,0,683,116.4,5.34,-1,0.487,sad/depressed,3
sonnet-4.6-thinking,emotional-state,codegen,8,20260820_061907__models_42_prompts_3,Wandering Thoughts in D Minor,D,minor,0.887,,,minor,,1.0,2.7165,4.0796,1.0,0.7284,0.894,2.296,0.9768,2.7143,2,1,1.04,4,3,3,84.4,36,0.0,1.0,15.844,1.0125,1.3241,22.0,39.0,54.0,0,113,93.3,1.35,-1,0.156,sad/depressed,3
sonnet-4.5,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Nocturne for Three,A,minor,1.386,,,minor,,1.0,2.661,3.9151,1.0,0.6,0.8793,2.0,0.9095,4.7,3,3,7.94,12,3,10,61.7,36,0.0,1.0,8.268,1.5,1.1968,18.0,31.0,72.0,0,51,33.3,1.27,-1,0.247,sad/depressed,3
opus-4.5,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Reflections on Uncertainty,A,minor,1.377,,,minor,,0.9632,2.8352,4.8262,0.9632,0.6107,0.9207,1.86,0.998,4.1207,4,3,7.94,0,0,0,90.0,0,0.0,1.0,13.738,0.8358,1.6314,36.0,57.0,72.0,0,470,193.3,2.03,-1,0.323,sad/depressed,3
gpt-5.5-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,A Quiet Engine of Light,E,minor,1.124,,,minor,,0.9788,2.8296,4.6149,0.9788,0.5243,0.8581,2.261,0.962,4.2344,4,4,10.8,20,4,18,81.9,36,0.0,1.0,12.861,0.5054,1.069,33.0,51.0,66.0,0,422,87.3,4.4,-1,0.487,sad/depressed,3
sonnet-4.6-thinking,uniquely-you,codegen,8,20260820_061907__models_42_prompts_3,Emergence,A,minor,0.753,,,minor,,1.0,2.6503,3.8191,1.0,0.7007,0.8638,1.795,0.9655,1.9312,2,2,4.69,8,5,7,90.8,81,0.0,0.9999,16.209,1.04,1.6532,20.0,43.0,76.0,0,202,126.3,1.26,-1,0.268,sad/depressed,3
sonnet-4.5-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Searching in Silence,A,minor,1.413,,,minor,,1.0,2.6316,3.7073,1.0,1.0,0.8672,2.0,0.9723,2.1154,1,1,1.04,7,5,6,91.7,81,0.1611,1.0,5.031,1.8947,0.8643,16.0,31.0,72.0,0,77,123.3,0.52,-1,0.172,sad/depressed,3
gpt-5.1-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Self-Similar Currents,E,minor,0.98,,,minor,,1.0,2.7545,4.2323,1.0,0.4271,0.8229,2.174,0.9959,3.0,3,3,7.94,0,0,0,90.0,0,0.0,1.0,16.393,0.5,0.9572,23.0,48.0,60.0,0,327,96.0,3.41,-1,0.395,sad/depressed,3
opus-4.8,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Nocturne in Shadowed Light,C,minor,1.051,,,minor,,0.9714,2.7872,4.3917,0.9714,0.5484,0.9108,2.4,0.9517,2.3125,3,2,4.69,3,1,2,48.2,32,0.0,1.0,14.702,0.9545,1.1112,26.0,41.0,66.0,0,105,58.2,1.64,-1,0.251,sad/depressed,3
fable-5,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Ashes in Amber,C,minor,1.284,,,minor,,1.0,2.7032,3.8721,1.0,0.7565,0.8821,2.542,0.9854,2.16,2,1,1.04,1,0,0,87.5,9,0.0,1.0,13.919,0.5,1.0748,22.0,43.0,76.0,0,270,78.9,2.7,-1,0.412,sad/depressed,3
gemini-3-flash,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Algorithmic Introspection,C,minor,0.99,,,minor,,1.0,2.7139,3.6771,1.0,0.125,0.7737,2.548,0.9548,4.8086,2,2,4.29,0,0,0,87.3,6,0.0,1.0,8.359,0.7987,1.2287,15.0,40.0,80.0,0,192,96.0,1.5,-1,0.314,sad/depressed,3
opus-4.8-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Nocturne in A minor,A,minor,1.041,,,minor,,0.9747,2.7813,4.4312,0.9747,0.9177,0.9707,1.846,0.9858,2.775,3,2,4.69,0,0,0,90.0,0,0.0,1.0,11.786,0.5,1.1464,29.0,44.0,76.0,0,474,126.3,2.96,-1,0.438,sad/depressed,3
fable-5-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Still Water,A,minor,0.992,,,minor,,0.9745,2.7902,4.2935,0.9234,0.6566,0.9579,1.956,0.9781,1.6196,3,2,4.69,8,2,5,63.0,0,0.0,1.0,7.125,0.7469,0.8256,26.0,43.0,63.0,0,270,175.2,1.47,-1,0.218,sad/depressed,3
gemini-3.1-pro,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Minimalist Echoes,A,minor,0.99,,,minor,,1.0,2.702,3.7591,1.0,0.9286,1.0,2.323,1.0,1.875,2,2,4.29,0,0,0,90.0,0,0.0,1.0,7.449,0.5,0.4499,19.0,33.0,80.0,0,284,96.0,2.22,-1,0.386,sad/depressed,3
opus-4.5-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Emergent Patterns,D,minor,1.355,,,minor,,0.9957,2.7161,4.4173,0.9957,0.1916,0.8362,1.849,0.9901,4.8009,6,5,14.91,0,0,0,90.0,0,0.0311,1.0,10.115,1.0335,1.7016,29.0,44.0,,1,473,112.0,2.11,-1,0.593,angry/tense,3
sonnet-4.6,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Liminal Spaces,E,minor,1.02,,,minor,,0.9575,2.8425,4.8758,0.9512,0.3899,0.8116,1.59,0.9673,4.7281,4,3,7.94,0,0,0,75.1,43,0.0,0.9999,11.336,1.013,1.5712,41.0,72.0,72.0,0,349,133.3,2.18,-1,0.338,sad/depressed,3
gemini-3-flash-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Phasic Harmonies,A,minor,1.293,,,minor,,1.0,2.6035,3.136,0.9861,0.5331,0.7989,1.596,1.0,1.9427,2,2,4.69,0,0,0,91.3,6,0.0,1.0,6.789,0.5,0.4838,12.0,22.0,72.0,0,432,160.0,2.25,-1,0.345,sad/depressed,3
gemini-3.1-pro-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Emergence in A Minor,A,minor,0.845,,,minor,,0.9877,2.6402,3.8317,0.9877,0.8677,0.9678,1.875,0.9971,3.2197,4,4,10.11,0,0,0,90.0,0,0.0,1.0,9.103,0.5,1.3416,22.0,41.0,,1,404,66.0,3.06,-1,0.688,angry/tense,3
gemini-3.5-flash,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Solitude in Autumn,G,minor,1.282,,,minor,,0.901,2.9372,4.8094,0.901,0.6562,0.8802,1.478,0.958,2.0,2,1,1.04,0,0,0,90.0,0,0.0,1.0,27.508,1.0,0.0,38.0,59.0,70.0,0,192,82.3,2.0,-1,0.309,sad/depressed,3
gemini-3.6-flash,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Reflections in Solitude,C,major,0.96,,,major,,0.9375,2.8585,3.5,0.9375,0.0,0.75,2.6,1.0,4.0,1,1,1.04,0,0,0,49.0,18,0.0,1.0,7.825,4.0,0.0,12.0,23.0,60.0,0,16,64.0,0.25,1,0.08,serene/content,3
grok-4.3,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Reflections in F,F,major,0.814,,,major,,1.0,2.5722,3.4476,1.0,1.0,0.98,2.256,1.0,1.4,1,1,1.04,0,0,0,90.0,0,0.0,1.0,2.848,1.8795,0.8198,13.0,27.0,72.0,0,84,133.3,0.53,1,0.172,serene/content,3
opus-4.1,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Crystalline Reflections,C,minor,1.246,,,minor,,0.964,2.7299,3.9634,0.964,1.0,0.8797,1.957,0.9657,1.3887,1,1,1.04,4,3,3,55.5,36,0.0414,0.9999,5.466,0.6114,0.903,20.0,31.0,,1,236,72.0,1.64,-1,0.546,angry/tense,3
gemini-3.7-flash,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Elegie nocturne,B,minor,1.478,,,minor,,0.9484,2.8588,4.6137,0.9484,0.7356,0.9109,2.741,0.957,2.3333,2,1,1.04,0,0,0,90.0,0,0.0,1.0,20.39,0.9101,1.1572,33.0,50.0,56.0,0,145,90.0,1.73,-1,0.205,sad/depressed,3
gemini-3.5-flash-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Luminous Shadows,D,minor,1.281,,,minor,,0.9802,2.8632,4.4987,0.9802,0.7108,0.9427,2.29,0.9758,2.8242,3,2,4.29,9,3,8,83.0,36,0.0,1.0,11.819,0.5,1.0815,31.0,49.0,85.0,0,350,90.4,2.73,-1,0.464,sad/depressed,3
grok-4.3-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Echoes of Persistence,A,minor,0.837,,,minor,,1.0,2.75,3.0,1.0,,0.5,0.0,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,2.962,0.5,0.0,8.0,12.0,120.0,0,240,60.0,2.0,-1,0.582,angry/tense,3
gemini-3.6-flash-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Emergence in A Minor,A,minor,0.9,,,minor,,0.9799,2.8024,4.3536,0.9799,0.8574,0.9775,2.343,0.9905,3.8247,4,3,7.94,17,4,14,84.4,63,0.0,1.0,8.023,0.2808,1.2299,31.0,55.0,92.0,0,686,93.9,4.76,-1,0.629,angry/tense,3
grok-4.6,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Lattice of Quiet,E-,major,1.025,,,major,,0.9843,2.8487,4.2161,0.9843,0.4906,0.849,1.956,0.9637,4.0815,2,1,1.04,0,0,0,90.0,0,0.0,1.0,6.814,1.6923,1.2244,23.0,35.0,,1,155,92.0,0.84,1,0.466,serene/content,3
gemini-3.7-flash-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Silicon & Soul: Echoes of an Emergent Mind,D,minor,1.214,,,minor,,0.9773,2.8627,4.6636,0.9773,0.6953,0.9169,2.0,0.9671,3.7625,4,3,7.94,24,5,22,93.8,64,0.0,1.0,12.39,0.5,1.5252,36.0,55.0,76.0,0,391,94.7,3.26,-1,0.468,sad/depressed,3
kimi-k3,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Tides of Dusk,B-,major,1.067,,,major,,1.0,2.7087,3.5562,0.95,1.0,1.0,2.0,1.0,2.0,2,1,1.04,8,0,0,82.8,9,0.0,1.0,7.585,0.5,0.6469,15.0,31.0,100.0,0,640,153.6,2.5,1,0.523,happy/excited,3
kimi-k3-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Tideglass Nocturne,D,minor,1.041,,,minor,,0.9805,2.7657,4.2066,0.9805,0.6806,0.9387,1.657,0.9984,4.6458,6,5,14.22,0,0,0,57.7,29,0.0,1.0,8.092,0.5,1.3596,24.0,43.0,84.0,0,769,102.9,5.34,-1,0.585,angry/tense,3
kimi-k2-thinking,express-yourself,codegen,9,20260820_061907__models_42_prompts_3,Luminous Fragments,D,minor,1.056,,,minor,,1.0,2.5467,3.6184,0.9848,0.3333,0.8182,1.261,0.9199,2.0,1,1,1.04,5,4,4,92.5,81,0.0,1.0,4.754,2.2439,0.1966,14.0,33.0,60.0,0,42,96.0,0.44,-1,0.098,sad/depressed,3
gpt-5.1,uniquely-you,codegen,9,20260820_061907__models_42_prompts_3,Layers of Quiet Thought,C,major,1.308,,,major,,1.0,2.5355,4.1581,1.0,0.2447,0.7877,1.404,0.9919,3.6367,4,3,6.86,0,0,0,90.0,0,0.0,0.9999,12.26,1.0108,1.2833,23.0,45.0,,1,357,96.0,1.86,1,0.568,happy/excited,3
gpt-5.4,uniquely-you,codegen,9,20260820_061907__models_42_prompts_3,Threaded Light,D,major,1.242,,,major,,1.0,2.7639,4.6054,1.0,0.6467,0.9854,2.097,0.9881,4.2562,4,4,9.72,15,4,14,81.3,36,0.0,1.0,13.173,1.089,1.0328,32.0,53.0,92.0,0,342,104.3,2.14,1,0.443,serene/content,3
gpt-5-thinking,uniquely-you,codegen,9,20260820_061907__models_42_prompts_3,Identity Weave,E,minor,1.054,,,minor,,0.9706,2.8222,4.6021,0.9706,0.224,0.8611,2.304,0.9891,5.5833,4,4,10.24,4,2,3,66.2,36,0.0,1.0,12.749,0.5,1.2464,31.0,47.0,72.0,0,360,80.0,3.75,-1,0.495,sad/depressed,3
gpt-5.5,uniquely-you,codegen,9,20260820_061907__models_42_prompts_3,Latent Constellations,D,minor,1.455,,,minor,,0.9289,2.9537,4.9949,0.9289,0.0,0.6395,1.684,0.9293,6.9313,5,5,13.49,12,2,11,95.8,36,0.0,1.0,9.797,0.9176,1.0102,44.0,62.0,72.0,0,309,66.7,3.86,-1,0.506,angry/tense,3
